season	episode_total	episode_season	ep_id	main_segment	air_date	viewers	period	ytid	youtube_link	aligned	checked	subs	ytdate	length	views	likes	comms	duration	syls	wrds
9	250	11	09_11	Electric utilities	May 15, 2022	0.52	post_covid	C-YRSqaPtMg	https://www.youtube.com/watch?v=C-YRSqaPtMg	NA	NA	NA	2022-05-16	1468	6564993	121342	8400	00:24:28	6895	4295
9	251	12	09_12	Subway	May 22, 2022	0.45	post_covid	jDdYFhzVCDM	https://www.youtube.com/watch?v=jDdYFhzVCDM	NA	NA	NA	2022-05-23	1606	11524465	212993	11000	00:26:46	5860	3732
9	252	13	09_13	School police	June 5, 2022	0.46	post_covid	KgwqQGvYt0g	https://www.youtube.com/watch?v=KgwqQGvYt0g	NA	NA	NA	2022-06-06	1602	9163234	204212	23000	00:26:42	7197	4620
9	253	14	09_14	Tech monopolies	June 12, 2022	0.42	post_covid	jXf04bhcjbg	https://www.youtube.com/watch?v=jXf04bhcjbg	NA	NA	NA	2022-06-13	1610	10223016	162506	9400	00:26:50	7797	4936
9	254	15	09_15	Rent	June 19, 2022	0.51	post_covid	L4qmDnYli2E	https://www.youtube.com/watch?v=L4qmDnYli2E	NA	NA	NA	2022-06-20	1328	7427082	150673	19000	00:22:08	5961	3800
9	255	16	09_16	Water	June 26, 2022	0.46	post_covid	jtxew5XUVbQ	https://www.youtube.com/watch?v=jtxew5XUVbQ	NA	NA	NA	2022-06-27	1427	7863148	146266	11000	00:23:47	6246	4004
9	256	17	09_17	Inflation	July 24, 2022	0.47	post_covid	MBo4GViDxzc	https://www.youtube.com/watch?v=MBo4GViDxzc	NA	NA	NA	2022-07-25	1463	9648708	165294	15000	00:24:23	6787	4310
9	257	18	09_18	Mental health care	July 31, 2022	0.45	post_covid	jtIZZs-GAOA	https://www.youtube.com/watch?v=jtIZZs-GAOA	NA	NA	NA	2022-08-01	1522	5262367	110127	9100	00:25:22	7093	4497
9	258	19	09_19	Monkeypox	August 7, 2022	0.57	post_covid	pQcFCFZIuZI	https://www.youtube.com/watch?v=pQcFCFZIuZI	NA	NA	NA	2022-08-08	1407	5785921	123796	9300	00:23:27	6496	4176
9	259	20	09_20	Afghanistan	August 14, 2022	0.55	post_covid	x2hw_ghPcQs	https://www.youtube.com/watch?v=x2hw_ghPcQs	NA	NA	NA	2022-08-15	1243	5268736	112781	10000	00:20:43	5722	3527
9	260	21	09_21	Carbon offsets	August 21, 2022	0.62	post_covid	6p8zAbFKpW0	https://www.youtube.com/watch?v=6p8zAbFKpW0	NA	NA	NA	2022-08-22	1418	5524545	110872	6700	00:23:38	6614	4260
9	261	22	09_22	Law & Order	September 11, 2022	0.56	post_covid	DNy6F7ZwX8I	https://www.youtube.com/watch?v=DNy6F7ZwX8I	NA	NA	NA	2022-09-12	1648	8009637	148194	9200	00:27:28	7537	4781
9	262	23	09_23	Bolsonaro	September 25, 2022	0.52	post_covid	uySgklnlX3Y	https://www.youtube.com/watch?v=uySgklnlX3Y	NA	NA	NA	2022-09-26	1177	6154203	190939	15000	00:19:37	5091	3140
9	263	24	09_24	Museums	October 2, 2022	0.48	post_covid	eJPLiT1kCSM	https://www.youtube.com/watch?v=eJPLiT1kCSM	NA	NA	NA	2022-10-03	2049	10511087	191764	14000	00:34:09	9027	5815
9	264	25	09_25	Crime reporting	October 9, 2022	0.49	post_covid	kCOnGjvYKI0	https://www.youtube.com/watch?v=kCOnGjvYKI0	NA	NA	NA	2022-10-10	1628	6696192	120484	6600	00:27:08	7735	4935
9	265	26	09_26	Transgender rights II	October 16, 2022	0.5	post_covid	Ns8NvPPHX5Y	https://www.youtube.com/watch?v=Ns8NvPPHX5Y	NA	NA	NA	2022-10-17	1592	4955983	151145	44000	00:26:32	7340	4707
9	266	27	09_27	Bail II	October 30, 2022	0.45	post_covid	xQLqIWbc9VM	https://www.youtube.com/watch?v=xQLqIWbc9VM	NA	NA	NA	2022-10-31	1597	4290557	89516	7500	00:26:37	7276	4704
9	267	28	09_28	Election subversion	November 6, 2022	0.38	post_covid	Y0LA7Ff2hgs	https://www.youtube.com/watch?v=Y0LA7Ff2hgs	NA	NA	NA	2022-11-07	1984	9916751	156353	16000	00:33:04	8949	5639
9	268	29	09_29	The monarchy	November 13, 2022	0.45	post_covid	KWterDbJKjY	https://www.youtube.com/watch?v=KWterDbJKjY	NA	NA	NA	2022-11-14	1680	12080177	212661	15000	00:28:00	7650	4871
9	269	30	09_30	Qatar World Cup	November 20, 2022	0.39	post_covid	UMqLDhl8PXw	https://www.youtube.com/watch?v=UMqLDhl8PXw	NA	NA	NA	2022-11-21	1488	9653859	211416	17000	00:24:48	6433	4210
10	270	1	10_01	Psychedelic assisted therapy	February 19, 2023	0.48	post_covid	a546lxxJIhE	https://www.youtube.com/watch?v=a546lxxJIhE	NA	NA	NA	2023-02-20	1288	5558880	135963	7700	00:21:28	5872	3676
10	271	2	10_02	Artificial intelligence	February 26, 2023	0.52	post_covid	Sqa8Zo2XWc4	https://www.youtube.com/watch?v=Sqa8Zo2XWc4	NA	NA	NA	2023-02-27	1672	10699872	200218	11000	00:27:52	7650	4804
10	272	3	10_03	Ron DeSantis	March 5, 2023	0.51	post_covid	M81-GM0mTc4	https://www.youtube.com/watch?v=M81-GM0mTc4	NA	NA	NA	2023-03-06	1538	10932067	188670	26000	00:25:38	7235	4675
10	273	4	10_04	TANF	March 12, 2023	0.34	post_covid	wJDk-czsivk	https://www.youtube.com/watch?v=wJDk-czsivk	NA	NA	NA	2023-03-13	1365	5316484	101679	7800	00:22:45	6374	4034
10	274	5	10_05	Timeshares	March 19, 2023	0.38	post_covid	Bd2bbHoVQSM	https://www.youtube.com/watch?v=Bd2bbHoVQSM	NA	NA	NA	2023-03-20	1531	7022153	124522	9400	00:25:31	6787	4495
10	275	6	10_06	Solitary confinement	April 2, 2023	0.47	post_covid	_uSZwErdH3I	https://www.youtube.com/watch?v=_uSZwErdH3I	NA	NA	NA	2023-04-03	1211	4417997	106964	8700	00:20:11	5411	3392
10	276	7	10_07	Homeowner Associations	April 9, 2023	0.48	post_covid	qrizmAo17Os	https://www.youtube.com/watch?v=qrizmAo17Os	NA	NA	NA	2023-04-10	1527	7133802	144436	20000	00:25:27	6680	4377
10	277	8	10_08	Farmworkers	April 16, 2023	0.5	post_covid	41vETgarh_8	https://www.youtube.com/watch?v=41vETgarh_8	NA	NA	NA	2023-04-17	1501	5074120	110643	7900	00:25:01	6739	4337
10	278	9	10_09	Cryptocurrencies II	April 23, 2023	0.46	post_covid	o7zazuy_UfI	https://www.youtube.com/watch?v=o7zazuy_UfI	NA	NA	NA	2023-04-24	1453	7269678	131088	8800	00:24:13	6564	4316
10	279	10	10_10	Biden & The Border	April 30, 2023	0.46	post_covid	sy5VQvDGKd4	https://www.youtube.com/watch?v=sy5VQvDGKd4	NA	NA	NA	2023-05-01	1184	5128731	94000	8800	00:19:44	5717	3582
10	280	11	10_11	Prison health care	October 1, 2023	0.32	post_covid	82QYlbiawJI	https://www.youtube.com/watch?v=82QYlbiawJI	NA	NA	NA	2023-10-02	1147	3159869	98999	6800	00:19:07	5361	3421
10	281	12	10_12	Homeschooling	October 8, 2023	0.33	post_covid	lzsZP9o7SlI	https://www.youtube.com/watch?v=lzsZP9o7SlI	NA	NA	NA	2023-10-09	1465	6763167	152826	19000	00:24:25	6721	4274
10	282	13	10_13	Food safety	October 15, 2023	0.4	post_covid	Za45bT41sXg	https://www.youtube.com/watch?v=Za45bT41sXg	NA	NA	NA	2023-10-16	1222	4487846	100291	5300	00:20:22	5475	3514
10	283	14	10_14	McKinsey	October 22, 2023	0.36	post_covid	AiOUojVd6xQ	https://www.youtube.com/watch?v=AiOUojVd6xQ	NA	NA	NA	2023-10-23	1601	8960310	190822	8500	00:26:41	7387	4627
10	284	15	10_15	Chocolate	October 29, 2023	0.42	post_covid	FwHMDjc7qJ8	https://www.youtube.com/watch?v=FwHMDjc7qJ8	NA	NA	NA	2023-10-30	1381	6061089	142191	8100	00:23:01	6109	3934
10	285	16	10_16	Abortion rights	November 5, 2023	0.39	post_covid	6eH2BItdo0M	https://www.youtube.com/watch?v=6eH2BItdo0M	NA	NA	NA	2023-11-06	1365	3404157	96836	15000	00:22:45	6625	4160
10	286	17	10_17	Israel–Hamas war	November 12, 2023	0.5	post_covid	pJ9PKQbkJv8	https://www.youtube.com/watch?v=pJ9PKQbkJv8	NA	NA	NA	2023-11-13	1914	9052663	289225	29000	00:31:54	8639	5374
10	287	18	10_18	Dollar stores	November 19, 2023	0.46	post_covid	p4QGOHahiVM	https://www.youtube.com/watch?v=p4QGOHahiVM	NA	NA	NA	2023-11-20	1314	7963308	175456	14000	00:21:54	5873	3782
10	288	19	10_19	Organ & body donations	December 3, 2023	0.42	post_covid	Tn7egDQ9lPg	https://www.youtube.com/watch?v=Tn7egDQ9lPg	NA	NA	NA	2023-12-04	1897	4443154	103279	5600	00:31:37	8728	5541
10	289	20	10_20	Freight railroads in the United States	December 10, 2023	0.36	post_covid	AJ2keSJzYyY	https://www.youtube.com/watch?v=AJ2keSJzYyY	NA	NA	NA	2023-12-11	1660	5686559	159153	9900	00:27:40	6938	4573
10	290	21	10_21	Elon Musk	December 17, 2023	0.41	post_covid	Eo3zORUGCbM	https://www.youtube.com/watch?v=Eo3zORUGCbM	NA	NA	NA	2023-12-18	1863	11846190	262505	29000	00:31:03	8532	5530
11	291	1	11_01	Supreme Court ethics	February 18, 2024	0.5	post_covid	GE-VJrdHMug	https://www.youtube.com/watch?v=GE-VJrdHMug	NA	NA	NA	2024-02-22	1821	6612106	235956	18000	00:30:21	8413	5424
11	292	2	11_02	Pig butchering scams	February 25, 2024	0.4	post_covid	pLPpl2ISKTg	https://www.youtube.com/watch?v=pLPpl2ISKTg	NA	NA	NA	2024-02-29	1467	5418507	133336	8900	00:24:27	6632	4403
11	293	3	11_03	Boeing	March 3, 2024	0.45	post_covid	Q8oCilY4szc	https://www.youtube.com/watch?v=Q8oCilY4szc	NA	NA	NA	2024-03-07	1956	9551330	198769	14000	00:32:36	8554	5475
11	294	4	11_04	State medical boards	March 10, 2024	0.42	post_covid	jVIYbgVks7E	https://www.youtube.com/watch?v=jVIYbgVks7E	NA	NA	NA	2024-03-14	1376	3579690	84300	4600	00:22:56	6460	4012
11	295	5	11_05	Student loans	March 17, 2024	0.45	post_covid	zN2_0WC7UfU	https://www.youtube.com/watch?v=zN2_0WC7UfU	NA	NA	NA	2024-03-21	1802	4083625	119924	14000	00:30:02	8102	5334
11	296	6	11_06	Food delivery apps	March 31, 2024	0.41	post_covid	aFsfJYWpqII	https://www.youtube.com/watch?v=aFsfJYWpqII	NA	NA	NA	2024-04-04	1571	6130280	137379	12000	00:26:11	7469	4827
11	297	7	11_07	Executions	April 7, 2024	0.45	post_covid	SOn3wba8c-Y	https://www.youtube.com/watch?v=SOn3wba8c-Y	NA	NA	NA	2024-04-11	1710	3550405	97146	6300	00:28:30	8058	5086
11	298	8	11_08	Medicaid	April 14, 2024	0.32	post_covid	bVIsnOfNfCo	https://www.youtube.com/watch?v=bVIsnOfNfCo	NA	NA	NA	2024-04-18	1692	3346848	84728	8800	00:28:12	8054	5155
11	299	9	11_09	UFOs	April 21, 2024	0.37	post_covid	zRdhoYqCAQg	https://www.youtube.com/watch?v=zRdhoYqCAQg	NA	NA	NA	2024-04-25	1578	7076708	160472	11000	00:26:18	7354	4685
11	300	10	11_10	Libraries	May 5, 2024	0.3	post_covid	42xZB80sZaI	https://www.youtube.com/watch?v=42xZB80sZaI	NA	NA	NA	2024-05-09	1674	3604264	106368	10000	00:27:54	7634	4952
11	301	11	11_11	Opioid settlements	May 12, 2024	0.37	post_covid	Io0yuH1CiA0	https://www.youtube.com/watch?v=Io0yuH1CiA0	NA	NA	NA	2024-05-16	1508	2948914	69532	4800	00:25:08	6993	4403
11	302	12	11_12	Corn	May 19, 2024	0.33	post_covid	MI78WOW_u-Q	https://www.youtube.com/watch?v=MI78WOW_u-Q	NA	NA	NA	2024-05-23	1493	4217650	101799	5500	00:24:53	6686	4388
11	303	13	11_13	Indian elections	June 2, 2024	0.39	post_covid	JTwaXIUepdk	https://www.youtube.com/watch?v=JTwaXIUepdk	NA	NA	NA	2024-06-06	1405	4192756	134494	17000	00:23:25	6541	4196
11	304	14	11_14	Deep-sea mining	June 9, 2024	0.4	post_covid	qW7CGTK-1vA	https://www.youtube.com/watch?v=qW7CGTK-1vA	NA	NA	NA	2024-06-13	1398	3220840	82056	4800	00:23:18	6719	4307
11	305	15	11_15	Trump's second term	June 16, 2024	NA	post_covid	gYwqpx6lp_s	https://www.youtube.com/watch?v=gYwqpx6lp_s	NA	aligned	NA	2024-06-20	1755	10031374	234732	36000	00:29:15	8508	5406
11	306	16	11_16	UK elections	June 23, 2024	NA	post_covid	tkAqwHiAR-g	https://www.youtube.com/watch?v=tkAqwHiAR-g	NA	NA	NA	2024-06-27	1766	5421227	137556	9000	00:29:26	8156	5375
11	307	17	11_17	RNC & 'migrant crimes'	July 21, 2024	0.46	post_covid	axsgzg3RyF0	https://www.youtube.com/watch?v=axsgzg3RyF0	NA	NA	NA	2024-07-25	1541	4295289	122245	10000	00:25:41	6684	4327
11	308	18	11_18	The West Bank	July 28, 2024	0.37	post_covid	NqK3_n6pdDY	https://www.youtube.com/watch?v=NqK3_n6pdDY	NA	NA	NA	2024-08-01	1837	4420131	166345	19000	00:30:37	8875	5425
11	309	19	11_19	RFK Jr.	August 4, 2024	0.41	post_covid	1gUP_43J7wY	https://www.youtube.com/watch?v=1gUP_43J7wY	NA	NA	NA	2024-08-08	1891	6292105	146870	21000	00:31:31	8854	5824
11	310	20	11_20	Hawaii	August 11, 2024	0.33	post_covid	j8DxdibHibU	https://www.youtube.com/watch?v=j8DxdibHibU	NA	NA	NA	2024-08-15	1562	4725049	123058	8300	00:26:02	7197	4604
11	311	21	11_21	Mappractice	August 18, 2024	0.4	post_covid	u2ii0DCREzA	https://www.youtube.com/watch?v=u2ii0DCREzA	NA	NA	NA	2024-08-22	1735	2540799	63533	3400	00:28:55	8051	5002
11	312	22	11_22	The U.S. National School Lunch Program	September 8, 2024	0.34	post_covid	-YypArYDcjA	https://www.youtube.com/watch?v=-YypArYDcjA	NA	NA	NA	2024-09-12	1567	2994897	85755	8900	00:26:07	7146	4777
11	313	23	11_23	Disability benefits	September 22, 2024	NA	post_covid	hq2s7RMRsgs	https://www.youtube.com/watch?v=hq2s7RMRsgs	NA	NA	NA	2024-09-26	1446	2006029	67572	8300	00:24:06	6547	4090
11	314	24	11_24	Federal courts	September 29, 2024	NA	post_covid	j3w8-d_fnqE	https://www.youtube.com/watch?v=j3w8-d_fnqE	NA	NA	NA	2024-10-03	1630	2083559	57690	3800	00:27:10	7723	4779
